timestamp,temperature,salinity,pH,turbidity,wqi,risk,recommendation
2026-07-14 20:28:27,11.624844551086426,25.783817291259766,7.979038715362549,4.617636203765869,77.0,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-14 20:43:27,11.625456809997559,25.92703628540039,7.980190277099609,4.599778175354004,77.1,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-14 20:58:27,11.63290023803711,26.037940979003906,7.980719089508057,4.588139533996582,77.19,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-14 21:13:27,11.644811630249023,26.153236389160156,7.9820966720581055,4.568976402282715,77.29,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-14 21:28:27,11.648941993713379,26.271574020385742,7.982970237731934,4.550343990325928,77.38,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-14 21:43:27,11.655221939086914,26.36564064025879,7.983019828796387,4.5384745597839355,77.45,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-14 21:58:27,11.667781829833984,26.45621109008789,7.983644485473633,4.522449493408203,77.53,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-14 22:13:27,11.675201416015625,26.554664611816406,7.984249591827393,4.503808975219727,77.61,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-14 22:28:27,11.681199073791504,26.638139724731445,7.984066486358643,4.490644454956055,77.67,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-14 22:43:27,11.693214416503906,26.713321685791016,7.984129905700684,4.476407051086426,77.74,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-14 22:58:27,11.703119277954102,26.796424865722656,7.984455108642578,4.458333969116211,77.81,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-14 23:13:27,11.709630012512207,26.872739791870117,7.984177589416504,4.443619251251221,77.87,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-14 23:28:27,11.720565795898438,26.939170837402344,7.98386287689209,4.429972171783447,77.93,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-14 23:43:27,11.731940269470215,27.010944366455078,7.983904838562012,4.41271448135376,77.99,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-14 23:58:27,11.739479064941406,27.081811904907227,7.983587265014648,4.396692752838135,78.05,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 00:13:27,11.749343872070312,27.14369773864746,7.983046531677246,4.382762908935547,78.1,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 00:28:27,11.761251449584961,27.207597732543945,7.982822418212891,4.366265296936035,78.16,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 00:43:27,11.769991874694824,27.27387046813965,7.982463359832764,4.349387168884277,78.22,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 00:58:27,11.779123306274414,27.333524703979492,7.981808185577393,4.33467960357666,78.27,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 01:13:27,11.790873527526855,27.392345428466797,7.981353282928467,4.318680286407471,78.32,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 01:28:27,11.80069637298584,27.454601287841797,7.980930805206299,4.301394462585449,78.38,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 01:43:27,11.80954647064209,27.51302719116211,7.980226516723633,4.285752773284912,78.43,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 01:58:27,11.820757865905762,27.568866729736328,7.979589939117432,4.2699174880981445,78.48,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 02:13:27,11.831357955932617,27.6276912689209,7.979074478149414,4.252556800842285,78.53,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 02:28:27,11.840328216552734,27.685142517089844,7.978349685668945,4.236066818237305,78.58,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 02:43:27,11.850906372070312,27.739418029785156,7.9775824546813965,4.220095157623291,78.63,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 02:58:27,11.861909866333008,27.79548454284668,7.976955413818359,4.2028326988220215,78.68,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 03:13:27,11.871261596679688,27.85188102722168,7.9762115478515625,4.185718059539795,78.73,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 03:28:27,11.88131332397461,27.905431747436523,7.975357532501221,4.169407367706299,78.78,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 03:43:27,11.89238452911377,27.959455490112305,7.974613189697266,4.152281761169434,78.82,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 03:58:27,11.90221118927002,28.014667510986328,7.973834991455078,4.134795665740967,78.87,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 04:13:27,11.911951065063477,28.0678768157959,7.972924709320068,4.118062973022461,78.92,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 04:28:27,11.922853469848633,28.120542526245117,7.97206974029541,4.101020336151123,78.97,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 04:43:27,11.933110237121582,28.174531936645508,7.971238613128662,4.0833868980407715,79.02,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 04:58:27,11.942768096923828,28.227502822875977,7.9702887535095215,4.066256999969482,79.06,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 05:13:27,11.953389167785645,28.279376983642578,7.969337463378906,4.049210548400879,79.11,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 05:28:27,11.963940620422363,28.332244873046875,7.968435287475586,4.031580448150635,79.15,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 05:43:27,11.973701477050781,28.384931564331055,7.967449188232422,4.014147758483887,79.2,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 05:58:27,11.984037399291992,28.436420440673828,7.966419219970703,3.9970204830169678,79.25,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 06:13:27,11.99472427368164,28.488388061523438,7.96543550491333,3.9794723987579346,79.29,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 06:28:27,12.004693984985352,28.54070472717285,7.964407444000244,3.9618680477142334,79.34,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 06:43:27,12.014819145202637,28.592060089111328,7.963312149047852,3.9446206092834473,79.38,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 06:58:27,12.025493621826172,28.643400192260742,7.962244510650635,3.9271724224090576,79.43,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 07:13:27,12.035696029663086,28.69530487060547,7.961164951324463,3.9095211029052734,79.47,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 07:28:27,12.045717239379883,28.746641159057617,7.960014820098877,3.8921573162078857,79.52,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 07:43:27,12.056283950805664,28.797632217407227,7.958864688873291,3.87479829788208,79.56,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 07:58:27,12.06667709350586,28.849149703979492,7.957721710205078,3.857198476791382,79.61,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 08:13:27,12.076702117919922,28.90049171447754,7.956520080566406,3.8397607803344727,79.65,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 08:28:27,12.087120056152344,28.951370239257812,7.955292701721191,3.8224644660949707,79.7,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 08:43:27,12.097625732421875,29.002588272094727,7.9540791511535645,3.804981231689453,79.74,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 08:58:27,12.107730865478516,29.053930282592773,7.952823638916016,3.787536382675171,79.78,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 09:13:27,12.118010520935059,29.104854583740234,7.951526641845703,3.7702887058258057,79.83,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 09:28:27,12.12854290008545,29.155902862548828,7.950235843658447,3.752953290939331,79.87,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 09:43:27,12.138761520385742,29.207237243652344,7.948922157287598,3.73557186126709,79.92,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 09:58:27,12.148946762084961,29.258310317993164,7.947559833526611,3.718374013900757,79.96,Sedang,"Waspada, lakukan pengecekan parameter secara berkala."
2026-07-15 10:13:27,12.15943431854248,29.309328079223633,7.946190357208252,3.701195478439331,80.0,Rendah,"Kondisi air baik, lanjutkan pemantauan rutin."
2026-07-15 10:28:27,12.169757843017578,29.360666275024414,7.944810390472412,3.68393874168396,80.04,Rendah,"Kondisi air baik, lanjutkan pemantauan rutin."
2026-07-15 10:43:27,12.17990493774414,29.41193199157715,7.943385124206543,3.666816473007202,80.09,Rendah,"Kondisi air baik, lanjutkan pemantauan rutin."
2026-07-15 10:58:27,12.190302848815918,29.463056564331055,7.941938400268555,3.649791717529297,80.13,Rendah,"Kondisi air baik, lanjutkan pemantauan rutin."
2026-07-15 11:13:27,12.20069408416748,29.514432907104492,7.940485954284668,3.632707357406616,80.17,Rendah,"Kondisi air baik, lanjutkan pemantauan rutin."
2026-07-15 11:28:27,12.21085262298584,29.565906524658203,7.938995838165283,3.615694522857666,80.21,Rendah,"Kondisi air baik, lanjutkan pemantauan rutin."
